"filename", "language", "JavaScript", "JavaScript JSX", "CSS", "comment", "blank", "total"
"c:\Users\Tsags\OneDrive\Υπολογιστής\techlines\client\src\redux\slices\order.js", "JavaScript", 44, 0, 0, 0, 6, 50
"c:\Users\Tsags\OneDrive\Υπολογιστής\techlines\client\src\redux\slices\products.js", "JavaScript", 43, 0, 0, 0, 4, 47
"c:\Users\Tsags\OneDrive\Υπολογιστής\techlines\client\src\redux\slices\user.js", "JavaScript", 38, 0, 0, 0, 4, 42
"c:\Users\Tsags\OneDrive\Υπολογιστής\techlines\client\src\redux\store.js", "JavaScript", 16, 0, 0, 0, 3, 19
"c:\Users\Tsags\OneDrive\Υπολογιστής\techlines\client\src\reportWebVitals.js", "JavaScript", 12, 0, 0, 0, 2, 14
"c:\Users\Tsags\OneDrive\Υπολογιστής\techlines\client\src\screens\AdminScreen.jsx", "JavaScript JSX", 0, 54, 0, 1, 7, 62
"c:\Users\Tsags\OneDrive\Υπολογιστής\techlines\client\src\screens\CartScreen.jsx", "JavaScript JSX", 0, 87, 0, 0, 6, 93
"c:\Users\Tsags\OneDrive\Υπολογιστής\techlines\client\src\screens\CheckoutScreen.jsx", "JavaScript JSX", 0, 32, 0, 1, 4, 37
"c:\Users\Tsags\OneDrive\Υπολογιστής\techlines\client\src\screens\LandingScreen.jsx", "JavaScript JSX", 0, 79, 0, 0, 6, 85
"c:\Users\Tsags\OneDrive\Υπολογιστής\techlines\client\src\screens\LoginScreen.jsx", "JavaScript JSX", 0, 98, 0, 2, 9, 109
"c:\Users\Tsags\OneDrive\Υπολογιστής\techlines\client\src\screens\ProductScreen.jsx", "JavaScript JSX", 0, 113, 0, 3, 7, 123
"c:\Users\Tsags\OneDrive\Υπολογιστής\techlines\client\src\screens\ProductsScreen.jsx", "JavaScript JSX", 0, 86, 0, 0, 8, 94
"c:\Users\Tsags\OneDrive\Υπολογιστής\techlines\client\src\screens\RegisterScreen.jsx", "JavaScript JSX", 0, 94, 0, 1, 7, 102
"c:\Users\Tsags\OneDrive\Υπολογιστής\techlines\client\src\screens\RequestsScreen.jsx", "JavaScript JSX", 0, 48, 0, 1, 4, 53
"c:\Users\Tsags\OneDrive\Υπολογιστής\techlines\client\src\screens\YourOrdersScreen.jsx", "JavaScript JSX", 0, 99, 0, 0, 4, 103
"Total", "-", 1136, 2456, 12, 32, 292, 3928
